OfferId,Outlet Name,Address line 1,Address line 2,Town/city,County,Postcode,Phone  ,Website,Description,Disabled access,ClaimCode,BookingInstructions1,BookingInstructions2,BookingInstructions3,BookingInstructions4,BookingInstructions5,BookingInstructions6,BookingInstructions7,CategoryKey
873,huntfun Seaton treasure hunt,the Town Hall,Fore Street,Seaton,Devon,EX12 2LD,01904 491 549,www.huntfun.co.uk/Home/Seaton.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
874,huntfun Preston treasure hunt,the Tourist Information Centre,Lancaster Road,Preston,Lancashire,PR1 1HT,01904 491 549,www.huntfun.co.uk/Home/Preston.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
875,huntfun Barrow in Furness treasure hunt,the Tourist Information Centre,28 Duke Street,Barrow in Furness,Cumbria,LA14 2LD?,01904 491 549,www.huntfun.co.uk/Home/Barrow.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
876,huntfun Swadlincote treasure hunt,the Tourist Information Centre,23 West Street,Swadlincote,Derbyshire,DE11 9DG,01904 491 549,www.huntfun.co.uk/Home/Swadlincote.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
877,huntfun Kettering treasure hunt,the Tourist Information Centre,The Coach House Sheep Street,Kettering,Northamptonshire,NN16 0AN,01904 491 549,www.huntfun.co.uk/Home/Kettering.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
878,huntfun Wellingborough treasure hunt,the Library & Information Centre,Pebble Lane,Wellingborough,Northamptonshire,NN8 1AS,01904 491 549,www.huntfun.co.uk/Home/Wellingborough.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
879,huntfun Richmond-upon-Thames treasure hunt,Old Town Hall,Whittaker Avenue,Richmond-upon-Thames,London,TW9 1TP,01904 491 549,www.huntfun.co.uk/Home/RichmondT.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
880,huntfun Kingston-upon-Thames treasure hunt,the Tourist Information Centre,Market House Market Place,Kingston-upon-Thames,London,KT1 1JS,01904 491 549,www.huntfun.co.uk/Home/Kingston.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
881,huntfun Croydon treasure hunt,the Clock Tower Centre,Katharine Street,Croydon,London,CR9 1XW,01904 491 549,www.huntfun.co.uk/Home/Croydon.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
882,huntfun Havant treasure hunt,the Spring Arts & Heritage Centre,56 East Street,Havant,Hampshire,PO9 1BS,01904 491 549,www.huntfun.co.uk/Home/Havant.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
883,huntfun Newbury treasure hunt,the Tourist Information Centre,The Granary The Wharf,Newbury,Berkshire,RG14 5AS,01904 491 549,www.huntfun.co.uk/Home/Newbury.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
884,huntfun Looe treasure hunt,the Tourist Information Centre,Fore Street,Looe,Cornwall,PL13 1AA,01904 491 549,www.huntfun.co.uk/Home/Looe.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
885,huntfun Truro treasure hunt,the Tourist Information Centre,Boscawen Street,Truro,Cornwall,TR1 2NE,01904 491 549,www.huntfun.co.uk/Home/Truro.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
886,huntfun Falmouth treasure hunt,Prince of Wales Pier,Market Street,Falmouth,Cornwall,TR11 3DF,01904 491 549,www.huntfun.co.uk/Home/Falmouth.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
887,huntfun Penzance treasure hunt,the Tourist Information Centre,Station Approach,Penzance,Cornwall,TR18 2NF,01904 491 549,www.huntfun.co.uk/Home/Penzance.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
888,huntfun St Ives treasure hunt,the Tourist Information Centre,Street-an-Pol,St Ives,Cornwall,TR26 2DS,01904 491 549,www.huntfun.co.uk/Home/Ives.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
889,huntfun St Austell treasure hunt,The Church of the Holy Trinity,Market Street,St Austell,Cornwall,PL25 4BB,01904 491 549,www.huntfun.co.uk/Home/Austell.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
