OfferId,Outlet Name,Address line 1,Address line 2,Town/city,County,Postcode,Phone  ,Website,Description,Disabled access,ClaimCode,BookingInstructions,CategoryKey,
878,huntfun Pitlochry treasure hunt,the Tourist Information Centre,Atholl Road,Pitlochry,Scotland,PH16 5BX,01904 491 549,www.huntfun.co.uk/Home/Pitlochry.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
879,huntfun Stockton-on-Tees treasure hunt,the Tourist Information Centre,The Square,Stockton-on-Tees,Tees Valley,TS18 1TU,01904 491 549,www.huntfun.co.uk/Home/Stockton.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
880,huntfun Darlington treasure hunt,the Tourist Information Centre,Horsemarket,Darlington,Tees Valley,DL1 5RP,01904 491 549,www.huntfun.co.uk/Home/Darlington.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
881,huntfun Blackpool treasure hunt,the Tourist Information Centre,Clifton Street,Blackpool,Lancashire,FY1 1LY,01904 491 549,www.huntfun.co.uk/Home/Blackpool.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
882,huntfun Cardiff treasure hunt,the Visitor information Centre,Working Street,Cardiff,Wales,CF10 1GN,01904 491 549,www.huntfun.co.uk/Home/Cardiff.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
883,huntfun Taunton treasure hunt,the Tourist Information Centre,Paul Street,Taunton,Somerset,TA1 3XZ,01904 491 549,www.huntfun.co.uk/Home/Taunton.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
884,huntfun Exeter treasure hunt,the Visitor information Centre,Southernhay East,Exeter,Devon,EX1 1JJ,01904 491 549,www.huntfun.co.uk/Home/Exeter.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
885,huntfun Weymouth treasure hunt,the Tourist Information Centre,The Pavilion The Esplanade,Weymouth,Dorset,DT4 8ED,01904 491 549,www.huntfun.co.uk/Home/Weymouth.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
886,huntfun Dorchester treasure hunt,the Tourist Information Centre,Trinity Street,Dorchester,Dorset,DT1 1BE,01904 491 549,www.huntfun.co.uk/Home/Dorchester.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
887,huntfun Newquay treasure hunt,the Tourist Information Centre,Marcus Hill,Newquay,Cornwall,TR7 1BD,01904 491 549,www.huntfun.co.uk/Home/Newquay.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
888,huntfun Plymouth treasure hunt,Sutton Harbour Lock,Castle Street,Plymouth,Devon,PL1 2LR,01904 491 549,www.huntfun.co.uk/Home/Plymouth.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
889,huntfun Torquay treasure hunt,the Tourist Information Centre,Vaughan Parade,Torquay,Devon,TQ2 5JG,01904 491 549,www.huntfun.co.uk/Home/Torquay.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
890,huntfun Yeovil treasure hunt,the Tourist Information Centre,Petters Way,Yeovil,Somerset,BA20 1SH,01904 491 549,www.huntfun.co.uk/Home/Yeovil.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
